xflr5 v6.49

 Calculated polar for: Aerofoil1689

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3678, 0.01662, 0.00845,-0.1333,0.7971,0.0559,-1.8619, 0.0000, 0.6147
 -1.000, 0.4967, 0.01503, 0.00660,-0.1364,0.7683,0.0910,-1.1779, 0.0000, 0.5248
  0.000, 0.6242, 0.01424, 0.00571,-0.1394,0.7346,0.1654,-0.8433, 0.0000, 0.4719
  1.000, 0.7380, 0.01376, 0.00545,-0.1397,0.6961,0.3317,-0.9846, 0.0000, 0.4366
  3.000, 0.9495, 0.01369, 0.00577,-0.1367,0.6051,1.0000,-1.3016, 0.0000, 0.3888
  4.000, 1.0272, 0.01446, 0.00626,-0.1297,0.5577,1.0000,-1.4484, 0.0000, 0.3698
  5.000, 1.0993, 0.01541, 0.00698,-0.1218,0.5094,1.0000,-1.6080, 0.0000, 0.3531
  6.000, 1.1598, 0.01659, 0.00807,-0.1121,0.4525,1.0000,-1.7595, 0.0000, 0.3376
  7.000, 1.2126, 0.01820, 0.00953,-0.1017,0.3923,1.0000,-1.9172, 0.0000, 0.3234
  8.000, 1.2552, 0.02041, 0.01160,-0.0904,0.3314,1.0000,-2.0677, 0.0000, 0.3102
  9.000, 1.2782, 0.02375, 0.01463,-0.0777,0.2543,1.0000,-2.3055, 0.0000, 0.2974
 10.000, 1.2992, 0.02795, 0.01862,-0.0668,0.1878,1.0000,-2.7617, 0.0000, 0.2864
 11.000, 1.3071, 0.03393, 0.02423,-0.0567,0.1060,1.0000,-3.1142, 0.0000, 0.2767
 13.000, 1.2919, 0.05274, 0.04326,-0.0429,0.0139,1.0000,-3.7076, 0.0000, 0.2628
 14.000, 1.2875, 0.06420, 0.05540,-0.0408,0.0130,1.0000,-4.0412, 0.0000, 0.2593
 15.000, 1.2620, 0.08037, 0.07229,-0.0424,0.0126,1.0000,-4.2439, 0.0000, 0.2593


